creditability,account_balance,previous_credit_payment_status,credit_duration_month,purpose_of_earlier_credit,credit_amount,installment_percent,current_emploment_length,sex_and_marital_status,guarantors,duration_at_current_address,most_valuable_available_asset,age,concurrent_credits,apartmenttype,howmanycreditsat_this_bank,occupation,dependents,telephone,foreign_worker
1,1,2,24,2,1747,4,2,3,2,1,2,24,3,2,1,2,1,1,2
1,1,4,9,5,1288,3,5,3,3,4,1,48,3,2,2,3,2,1,2
1,1,4,10,0,1038,4,4,3,2,3,2,49,3,2,2,3,1,2,1
1,4,2,10,1,2848,1,3,3,2,2,1,32,3,2,1,3,2,1,1
1,4,2,12,1,1413,3,4,3,1,2,2,55,3,2,1,3,1,1,2
1,4,4,30,3,3077,3,5,3,1,2,3,40,3,2,2,3,2,2,1
1,1,1,24,1,3632,1,3,2,3,4,3,22,1,1,1,3,1,1,2
1,4,4,18,1,3229,2,1,3,1,4,4,38,3,2,1,4,1,2,1
1,4,2,9,0,3577,1,3,3,3,2,1,26,3,1,1,3,2,1,2
1,4,4,12,0,682,4,4,2,1,3,3,51,3,2,2,3,1,2,1
1,4,2,10,3,1924,1,3,3,1,4,2,38,3,2,1,3,1,2,2
1,4,2,10,6,727,4,5,3,1,4,4,46,3,3,1,3,1,2,1
1,3,4,10,0,781,4,5,3,1,4,4,63,3,3,2,3,1,2,1
1,1,4,12,0,2121,4,3,3,1,2,2,30,3,2,2,3,1,1,1
1,4,4,12,6,701,4,3,3,1,2,3,32,3,2,2,3,1,1,1
1,4,4,10,2,2069,2,3,4,1,1,3,26,3,2,2,3,1,1,2
1,4,2,24,0,1525,4,4,2,1,3,3,34,3,2,1,3,2,2,1
1,4,4,48,9,7629,4,5,1,1,2,3,46,1,2,2,4,2,1,1
0,1,4,12,0,3499,3,3,2,2,2,1,29,3,2,2,3,1,1,1
1,4,2,6,3,1346,2,5,3,1,4,4,42,1,3,1,3,2,2,1
1,4,4,36,1,10477,2,5,3,1,4,4,42,3,3,2,3,1,1,1
1,1,2,24,1,2924,3,3,3,3,4,4,63,1,2,1,3,2,2,1
1,4,4,10,0,1231,3,5,3,1,4,1,32,3,2,2,2,2,1,2
1,3,2,18,0,1961,3,5,2,1,2,3,23,3,2,1,4,1,1,1
1,4,4,15,0,5045,1,5,2,1,4,3,59,3,2,1,3,1,2,1
1,4,4,12,0,1255,4,5,3,1,4,1,61,3,2,2,2,1,1,1
1,1,2,12,2,1858,4,2,2,1,1,3,22,3,1,1,3,1,1,1
1,4,4,6,2,1221,1,3,4,1,2,2,27,3,2,2,3,1,1,1
1,4,2,9,2,1388,4,3,2,1,2,1,26,3,1,1,3,1,1,1
1,4,2,12,3,2279,4,3,3,1,4,4,37,3,3,1,3,1,2,1
1,4,0,12,2,2759,2,5,3,1,4,2,34,3,2,2,3,1,1,1
1,3,2,24,3,1258,3,3,2,1,3,3,57,3,2,1,2,1,1,1
1,2,0,12,8,1410,2,3,3,1,2,1,31,3,2,1,2,1,2,1
1,1,2,15,0,1403,2,3,2,1,4,3,28,3,1,1,3,1,1,1
1,1,2,24,2,3021,2,3,1,1,2,1,24,3,1,1,2,1,1,1
1,1,2,24,9,6568,2,3,4,1,2,3,21,2,2,1,2,1,1,1
1,4,4,24,3,2578,2,5,3,1,2,3,34,3,2,1,3,1,1,1
1,2,4,24,1,7758,2,5,2,1,4,4,29,3,1,1,3,1,1,1
1,1,2,6,4,343,4,2,2,1,1,1,27,3,2,1,3,1,1,1
1,4,3,21,2,1591,4,4,3,1,3,1,34,3,2,2,4,1,1,1
1,1,2,27,3,3416,3,3,3,1,2,3,27,3,2,1,4,1,1,1
0,1,0,12,5,1108,4,4,3,1,3,1,28,3,2,2,3,1,1,1
1,2,3,27,1,5965,1,5,3,1,2,3,30,3,2,2,4,1,2,1
1,2,2,15,5,1514,4,3,3,3,2,1,22,3,2,1,3,1,1,1
1,4,4,30,3,6742,2,4,3,1,3,2,36,3,2,2,3,1,1,1
1,1,2,18,2,3650,1,2,2,1,4,3,22,3,1,1,3,1,1,1
1,1,2,21,2,3599,1,4,2,1,4,3,26,3,1,1,2,1,1,1
1,4,4,60,0,13756,2,5,3,1,4,4,63,1,3,1,4,1,2,1
1,2,2,9,0,276,4,3,4,1,4,1,22,3,1,1,2,1,1,1
1,4,4,42,2,4041,4,3,3,1,4,1,36,3,2,2,3,1,2,1
1,2,2,9,3,458,4,3,3,1,3,1,24,3,2,1,3,1,1,1
0,2,2,9,2,918,4,3,2,1,1,2,30,3,2,1,3,1,1,1
1,4,2,24,0,7393,1,3,3,1,4,2,43,3,2,1,2,2,1,1
1,3,2,10,4,1225,2,3,3,1,2,3,37,3,2,1,3,1,2,1
1,1,2,24,1,2812,2,5,2,1,4,1,26,3,1,1,3,1,1,1
1,4,2,15,1,3029,2,4,3,1,2,3,33,3,2,1,3,1,1,1
1,3,4,12,0,1480,2,1,3,1,4,4,66,1,3,3,1,1,1,1
1,3,4,6,6,1047,2,3,2,1,4,2,50,3,2,1,2,1,1,1
1,4,4,15,3,1471,4,3,3,1,4,4,35,3,3,2,3,1,2,1
1,4,2,24,2,5511,4,3,3,1,1,3,25,2,2,1,3,1,1,1
1,2,2,9,3,1206,4,5,2,1,4,1,25,3,2,1,3,1,1,1
1,2,3,24,3,6403,1,2,3,1,2,3,33,3,2,1,3,1,1,1
1,4,2,12,3,707,4,3,3,1,2,1,30,1,2,2,3,1,1,1
1,4,3,12,1,1503,4,3,4,1,4,1,41,3,1,1,3,1,1,1
1,2,2,12,0,6078,2,4,3,1,2,3,32,3,2,1,3,1,1,1
1,2,2,27,9,2528,4,2,2,1,1,2,32,3,2,1,3,2,2,1
1,2,2,12,9,1037,3,4,3,1,4,1,39,3,2,1,2,1,1,1
1,1,2,6,1,1352,1,1,2,1,2,2,23,3,1,1,1,1,2,1
1,4,2,24,3,3181,4,2,2,1,4,2,26,3,2,1,3,1,2,1
1,4,2,18,3,4594,3,2,3,1,2,3,32,3,2,1,3,1,2,1
1,2,2,48,10,5381,3,1,3,1,4,4,40,1,3,1,1,1,2,1
1,4,2,15,1,4657,3,3,3,1,2,3,30,3,2,1,3,1,2,1
1,2,2,9,9,1391,2,3,4,1,1,1,27,1,2,1,3,1,2,1
1,2,2,18,9,1913,3,2,4,1,3,1,36,1,2,1,3,1,2,1
1,4,2,42,3,7166,2,4,4,1,4,2,29,3,1,1,3,1,2,1
1,4,2,13,3,1409,2,1,2,1,4,1,64,3,2,1,3,1,1,1
1,4,3,24,9,2978,4,3,3,1,4,1,32,3,2,2,3,2,2,1
1,4,4,12,3,976,4,5,3,1,4,3,35,3,2,2,3,1,1,1
1,4,3,24,9,2375,4,3,3,1,2,3,44,3,2,2,3,2,2,1
1,4,4,12,3,522,4,5,3,1,4,2,42,3,2,2,3,2,2,1
1,4,4,28,3,2743,4,5,3,1,2,3,29,3,2,2,3,1,1,1
1,4,4,11,3,1154,4,1,2,1,4,1,57,3,2,3,2,1,1,1
1,4,4,24,1,5804,4,3,3,1,2,1,27,3,2,2,3,1,1,1
1,4,4,18,3,1169,4,3,3,1,3,2,29,3,2,2,3,1,2,1
1,1,4,15,2,1478,4,5,3,1,4,3,44,3,2,2,3,2,2,1
1,4,2,12,3,776,4,3,4,1,2,1,28,3,2,1,3,1,1,1
1,2,4,11,0,1322,4,3,2,1,4,3,40,3,2,2,3,1,1,1
1,2,4,16,0,1175,2,1,3,1,3,3,68,3,3,3,1,1,2,1
1,4,2,12,0,2133,4,5,2,1,4,4,52,3,3,1,4,1,2,1
1,4,4,15,3,1829,4,5,3,1,4,3,46,3,2,2,3,1,2,1
1,4,4,12,3,717,4,5,3,1,4,1,52,3,2,3,3,1,1,1
1,2,3,39,6,11760,2,4,3,1,3,4,32,3,1,1,3,1,2,1
0,2,4,9,6,1501,2,5,2,1,3,3,34,3,2,2,4,1,2,1
1,1,2,12,6,1200,4,3,2,1,4,2,23,1,1,1,3,1,2,1
1,2,2,9,0,3195,1,3,2,1,2,1,33,3,2,1,2,1,1,1
1,4,4,30,3,4530,4,4,2,1,4,3,26,3,1,1,4,1,2,1
0,4,3,12,5,1555,4,5,3,1,4,4,55,3,3,2,3,2,1,1
1,2,4,15,9,2326,2,3,3,1,4,3,27,1,2,1,3,1,1,1
1,2,4,18,9,1887,4,3,4,1,4,1,28,1,2,2,3,1,1,1
1,4,4,12,9,1264,4,5,3,1,4,4,57,3,1,1,2,1,1,1
1,4,3,7,3,846,3,5,3,1,4,4,36,3,3,1,3,1,1,1
1,4,4,15,6,1532,4,3,2,1,3,3,31,3,2,1,3,1,1,1
1,4,3,6,3,935,3,3,2,1,2,1,24,3,2,1,3,1,1,1
1,1,4,27,9,2442,4,5,3,1,4,3,43,2,2,4,4,2,2,1
1,2,4,18,9,3590,3,1,4,1,3,3,40,3,2,3,1,2,2,1
1,4,4,21,2,2288,4,2,2,1,4,2,23,3,2,1,3,1,2,1
1,4,3,27,9,5117,3,4,3,1,4,3,26,3,2,2,3,1,1,1
1,1,4,39,2,14179,4,4,3,1,4,2,30,3,2,2,4,1,2,1
1,4,2,15,3,1386,4,3,4,1,2,1,40,3,1,1,3,1,2,1
1,4,4,12,3,618,4,5,3,1,4,1,56,3,2,1,3,1,1,1
1,4,2,12,2,1574,4,3,3,1,2,1,50,3,2,1,3,1,1,1
1,4,4,6,3,700,4,5,3,1,4,4,36,3,3,2,3,1,1,1
1,4,2,12,3,886,4,3,2,1,2,3,21,3,2,1,3,1,1,1
1,4,2,36,1,4686,2,3,3,1,2,4,32,3,3,1,4,1,2,1
1,2,2,9,3,790,4,3,2,1,3,1,66,3,2,1,2,1,1,1
0,2,2,12,3,766,4,3,3,1,3,1,66,3,2,1,2,1,1,1
1,1,2,20,2,2212,4,4,3,1,4,3,39,3,2,1,3,1,2,1
1,2,2,10,0,7308,2,1,3,1,4,4,70,1,3,1,4,1,2,1
1,2,4,24,6,5743,2,2,2,1,4,4,24,3,3,2,3,1,2,1
1,1,2,14,0,3973,1,1,3,1,4,4,22,3,3,1,3,1,1,1
1,2,3,60,3,7418,1,3,3,1,1,1,27,3,2,1,2,1,1,1
1,2,3,20,10,2629,2,3,3,1,3,3,29,1,2,2,3,1,2,1
1,2,2,18,9,1941,4,3,3,1,2,2,35,3,2,1,2,1,2,1
1,2,3,24,2,2333,4,2,3,1,2,2,29,1,2,1,2,1,1,1
1,4,2,12,1,2445,2,2,4,1,4,3,26,3,1,1,3,1,2,1
1,2,2,20,1,6468,1,1,1,1,4,1,60,3,2,1,4,1,2,1
1,2,4,18,2,7374,4,1,3,1,4,2,40,2,2,2,4,1,2,1
1,4,2,15,1,3812,1,2,2,1,4,3,23,3,2,1,3,1,2,1
0,1,2,28,0,4006,3,3,3,1,2,3,45,3,2,1,2,1,1,1
1,2,2,12,0,7472,1,1,2,1,2,1,24,3,1,1,1,1,1,1
1,3,2,12,2,1424,3,5,2,1,4,1,55,3,2,1,4,1,2,1
1,2,2,12,1,2028,4,3,3,1,2,3,30,3,2,1,3,1,1,1
1,4,2,15,0,5324,1,5,2,1,4,4,35,3,3,1,3,1,1,1
1,2,2,36,3,2323,4,4,3,1,4,3,24,3,1,1,3,1,1,1
1,4,2,12,6,1393,4,5,3,1,4,2,47,1,2,3,3,2,2,1
1,4,2,18,2,1984,4,3,3,1,4,4,47,1,3,2,3,1,1,1
1,4,2,24,3,999,4,5,3,1,2,3,25,3,2,2,3,1,1,1
1,4,2,36,9,7409,3,5,3,1,2,2,37,3,2,2,3,1,1,1
1,4,2,15,2,2186,1,4,2,1,4,1,33,1,1,1,2,1,1,1
1,3,2,36,3,4473,4,5,3,1,2,3,31,3,2,1,3,1,1,1
1,4,2,24,8,937,4,2,4,1,3,3,27,3,2,2,2,1,1,1
1,4,2,18,2,3422,4,5,3,1,4,2,47,1,2,3,3,2,2,1
1,4,2,24,3,3105,4,2,3,1,2,3,25,3,2,2,3,1,1,1
1,4,4,12,6,2748,2,5,2,1,4,4,57,1,3,3,2,1,1,1
1,2,2,18,5,3872,2,1,2,1,4,3,67,3,2,1,3,1,2,1
1,4,2,27,5,5190,4,5,3,1,4,2,48,3,2,4,3,2,2,1
1,2,2,18,2,3001,2,4,2,1,4,1,40,3,1,1,3,1,1,1
1,4,3,24,9,3863,1,3,3,1,2,4,32,3,3,1,3,1,1,1
1,4,4,12,2,5801,2,5,3,1,4,2,49,3,1,1,3,1,2,2
1,4,4,12,2,1592,3,4,2,1,2,2,35,3,2,1,3,1,1,1
1,4,4,12,9,1185,3,3,2,1,2,1,27,3,2,2,3,1,1,1
1,4,4,18,2,3780,3,2,1,1,2,3,35,3,2,2,4,1,2,1
1,2,4,18,2,3612,3,5,2,1,4,2,37,3,2,1,3,1,2,2
1,4,2,12,9,1076,2,3,4,1,2,1,26,3,2,1,3,1,2,1
1,4,2,12,0,3527,2,2,3,1,3,2,45,3,2,1,4,2,2,1
1,4,2,18,3,2051,4,2,3,1,1,1,33,3,2,1,3,1,1,1
1,4,4,12,2,3331,2,5,3,1,4,2,42,2,2,1,3,1,1,1
1,1,0,18,9,3104,3,4,3,1,1,2,31,1,2,1,3,1,2,1
1,4,4,24,3,2611,4,5,4,2,3,1,46,3,2,2,3,1,1,1
1,1,4,12,1,1409,4,5,3,1,3,1,54,3,2,1,3,1,1,1
1,4,2,24,3,1311,4,4,4,1,3,2,26,3,2,1,3,1,2,1
1,4,2,6,3,2108,2,4,4,1,2,1,29,3,1,1,3,1,1,1
1,4,4,24,1,4042,3,4,3,1,4,2,43,3,2,2,3,1,2,1
1,4,4,12,0,926,1,1,2,1,2,2,38,3,2,1,1,1,1,1
1,1,2,12,3,1680,3,5,4,1,1,1,35,3,2,1,3,1,1,1
1,4,2,24,0,1249,4,2,4,1,2,1,28,3,2,1,3,1,1,1
1,4,4,24,0,2463,4,4,4,1,3,2,27,3,2,2,3,1,2,1
1,4,2,6,3,1595,3,4,3,1,2,2,51,3,2,1,3,2,1,1
1,4,4,24,5,2058,4,3,1,1,2,1,33,3,2,2,3,1,2,1
1,4,2,24,1,7814,3,4,3,1,3,3,38,3,2,1,4,1,2,1
1,4,4,6,3,1740,2,5,4,1,2,1,30,3,1,2,3,1,1,1
1,4,4,12,3,1240,4,5,2,1,2,1,38,3,2,2,3,1,2,1
1,4,4,24,1,6842,2,3,3,1,4,2,46,3,2,2,4,2,2,1
1,4,4,24,2,5150,4,5,3,1,4,3,33,3,2,1,3,1,2,1
1,1,2,6,0,1203,3,5,3,1,2,2,43,3,2,1,3,1,2,1
1,4,4,6,0,2080,1,3,4,1,2,3,24,3,2,1,3,1,1,1
1,4,2,6,6,1538,1,2,2,1,2,4,56,3,2,1,3,1,1,1
1,2,4,24,0,3878,4,2,1,1,2,3,37,3,2,1,3,1,2,1
1,2,2,30,2,3832,2,2,4,1,1,2,22,3,2,1,3,1,1,1
1,4,2,15,0,3186,2,4,2,1,3,3,20,3,1,1,3,1,1,1
1,2,2,24,3,2896,2,2,3,1,1,3,29,3,2,1,3,1,1,1
1,2,3,24,9,6967,4,4,3,1,4,3,36,3,1,1,4,1,2,1
0,4,2,36,6,1819,4,3,3,1,4,4,37,2,3,1,3,1,2,1
0,4,2,24,3,5943,1,2,2,1,1,3,44,3,2,2,3,1,2,1
0,4,4,36,2,7127,2,2,2,1,4,2,23,3,1,2,3,1,2,1
0,4,2,36,2,3349,4,3,2,1,2,3,28,3,2,1,4,1,2,1
0,4,2,36,2,10974,4,1,2,1,2,3,26,3,2,2,4,1,2,1
1,4,2,6,3,518,3,3,2,1,1,1,29,3,2,1,3,1,1,1
1,4,2,18,3,1126,4,2,2,1,2,1,21,3,1,1,3,1,2,1
1,2,4,12,1,1860,4,1,3,1,2,3,34,3,2,2,4,1,2,1
1,4,4,36,3,9566,2,3,2,1,2,3,31,2,2,2,3,1,1,1
1,1,2,12,3,701,4,3,4,1,2,1,40,3,2,1,2,1,1,1
1,2,2,12,3,2930,2,4,2,1,1,1,27,3,2,1,3,1,1,1
1,4,2,18,3,1505,4,3,3,1,2,4,32,3,3,1,4,1,2,1
1,4,4,18,3,2238,2,3,2,1,1,3,25,3,2,2,3,1,1,1
1,4,4,4,3,1503,2,4,3,1,1,1,42,3,2,2,2,2,1,1
1,4,4,24,1,2197,4,4,3,1,4,3,43,3,2,2,3,2,2,1
1,3,2,12,3,1881,2,3,2,1,2,3,44,3,1,1,2,1,2,1
1,1,4,18,3,1880,4,4,4,1,1,2,32,3,2,2,4,1,2,1
1,1,2,18,3,2389,4,2,2,1,1,3,27,2,2,1,3,1,1,1
1,2,2,24,3,1967,4,5,2,1,4,3,20,3,2,1,3,1,2,1
1,4,4,4,0,3380,1,4,2,1,1,1,37,3,2,1,3,2,1,1
1,4,4,4,0,1455,2,4,3,1,1,1,42,3,2,3,2,2,1,1
1,4,4,7,3,730,4,5,3,1,2,2,46,3,1,2,2,1,2,1
1,2,0,18,2,3244,1,3,2,1,4,3,33,1,2,2,3,1,2,1
0,2,2,9,3,1670,4,2,2,1,2,3,22,3,2,1,3,1,2,1
1,2,2,48,3,3979,4,4,3,1,1,3,41,3,2,2,3,2,2,1
0,2,2,12,2,1922,4,3,3,1,2,2,37,3,2,1,2,1,1,1
1,2,4,18,2,1295,4,2,2,1,1,2,27,3,2,2,3,1,1,1
1,4,4,4,3,1544,2,4,3,1,1,1,42,3,2,3,2,2,1,1
1,2,2,8,9,907,3,2,4,1,2,1,26,3,2,1,3,1,2,1
1,2,2,30,3,1715,4,3,2,1,1,3,26,3,2,1,3,1,1,1
1,3,4,10,3,1347,4,4,3,1,2,2,27,3,2,2,3,1,2,1
1,2,2,12,0,1007,4,3,4,1,1,1,22,3,2,1,3,1,1,1
1,4,4,12,2,1402,3,4,2,1,4,3,37,3,1,1,3,1,2,1
1,2,2,12,0,2002,3,4,3,1,4,2,30,3,1,1,3,2,2,1
1,4,4,12,6,2096,2,4,3,1,3,1,49,3,2,1,2,2,1,1
1,4,2,12,0,1101,3,3,4,1,2,1,27,3,2,2,3,1,2,1
1,4,2,10,8,894,4,4,2,1,3,2,40,3,2,1,3,1,2,1
1,2,2,11,2,1577,4,2,2,1,1,1,20,3,2,1,3,1,1,1
1,4,3,33,9,2764,2,3,2,1,2,3,26,3,2,2,3,1,2,1
1,2,0,48,0,8358,1,2,2,1,1,3,30,3,2,2,3,1,1,1
1,3,2,12,2,1474,4,2,2,1,1,2,33,1,2,1,4,1,2,1
1,4,2,24,1,5433,2,1,2,1,4,2,26,3,1,1,4,1,2,1
1,2,2,14,9,1410,1,5,4,1,2,1,35,3,2,1,3,1,2,1
1,4,4,20,0,3485,2,2,1,1,4,1,44,3,2,2,3,1,2,1
1,4,4,18,1,3850,3,4,3,1,1,3,27,3,2,2,3,1,1,1
0,2,2,60,0,7408,4,2,2,1,2,2,24,3,2,1,4,1,1,1
1,3,2,24,3,1377,4,5,2,1,2,4,47,3,3,1,3,1,2,1
1,4,3,30,9,4272,2,3,3,1,2,2,26,3,2,2,2,1,1,1
1,2,3,24,3,1553,3,4,2,1,2,2,23,3,1,2,3,1,2,1
1,2,3,36,9,9857,1,4,3,1,3,2,31,3,2,2,2,2,2,1
1,4,4,6,0,362,4,3,2,1,4,3,52,3,2,2,2,1,1,1
1,4,4,12,2,1935,4,5,3,1,4,1,43,3,2,3,3,1,2,1
1,4,2,48,3,10222,4,4,3,1,3,3,37,2,2,1,3,1,2,1
1,3,2,12,0,1330,4,2,3,1,1,1,26,3,2,1,3,1,1,1
1,4,2,36,6,9055,2,3,3,1,4,4,35,3,3,1,2,2,2,1
1,2,2,26,1,7966,2,2,3,1,3,3,30,3,2,2,3,1,1,1
1,2,1,30,2,3496,4,3,3,1,2,3,34,2,2,1,3,2,2,1
1,2,2,36,1,6948,2,3,3,1,2,3,35,3,1,1,4,1,2,1
1,2,0,48,9,12204,2,3,3,1,2,3,48,1,2,1,4,1,2,1
0,1,2,36,2,3446,4,5,3,1,2,3,42,3,2,1,3,2,1,1
0,1,2,12,6,684,4,3,3,1,4,3,40,3,1,1,2,2,1,1
0,1,4,33,2,4281,1,3,2,1,4,3,23,3,2,2,3,1,1,1
0,1,2,42,3,7174,4,4,2,1,3,3,30,3,2,1,4,1,2,1
0,1,1,24,3,1546,4,4,3,3,4,3,24,1,1,1,2,1,1,1
0,1,2,24,2,2359,1,1,1,1,1,2,33,3,2,1,3,1,1,1
0,4,2,24,3,3621,2,5,3,1,4,3,31,3,2,2,3,1,1,1
0,1,2,12,4,741,4,1,2,1,3,2,22,3,2,1,3,1,1,1
0,1,2,12,2,7865,4,5,3,1,4,4,53,3,3,1,4,1,2,1
1,1,2,24,1,2910,2,4,3,1,1,4,34,3,3,1,4,1,2,1
1,1,4,18,0,5302,2,5,3,1,4,4,36,3,3,3,4,1,2,1
1,1,2,36,2,3620,1,3,3,3,2,2,37,3,2,1,3,2,1,1
1,1,2,18,3,3509,4,4,2,3,1,1,25,3,2,1,3,1,1,1
1,2,2,12,2,3017,3,2,2,1,1,1,34,3,1,1,4,1,1,1
1,1,2,12,2,1657,2,3,3,1,2,1,27,3,2,1,3,1,1,1
1,1,4,8,10,1164,3,5,3,1,4,4,51,1,3,2,4,2,2,1
0,1,4,36,2,6229,4,2,2,2,4,4,23,3,1,2,2,1,2,1
0,1,1,24,0,1193,1,1,2,2,4,4,29,3,1,2,1,1,1,1
1,1,0,30,2,4583,2,3,1,3,2,1,32,3,2,2,3,1,1,1
1,1,4,36,2,5371,3,3,3,3,2,2,28,3,2,2,3,1,1,1
1,1,2,12,2,708,2,3,3,3,3,2,38,3,2,1,2,2,1,1
1,1,4,21,0,571,4,5,3,1,4,1,65,3,2,2,3,1,1,1
1,1,2,30,3,2522,1,5,3,3,3,2,39,3,2,1,3,2,1,1
0,1,2,36,2,5179,4,4,3,1,2,2,29,3,2,1,3,1,1,1
0,1,2,36,1,8229,2,3,3,1,2,2,26,3,2,1,3,2,1,1
1,4,4,24,2,2028,2,4,3,1,2,2,30,3,2,2,2,1,1,1
1,1,2,6,0,1374,4,1,2,1,3,2,75,3,2,1,4,1,2,1
1,1,2,12,2,1289,4,3,3,3,1,2,21,3,2,1,2,1,1,1
0,1,2,36,2,2712,2,5,3,1,2,2,41,1,2,1,3,2,1,1
1,1,4,15,2,975,2,3,1,1,3,2,25,3,2,2,3,1,1,1
1,2,3,6,2,1050,4,1,3,1,1,2,35,2,2,2,4,1,2,2
1,1,4,6,0,609,4,4,2,1,3,2,37,3,2,2,3,1,1,1
1,1,2,48,1,4788,4,4,3,1,3,2,26,3,2,1,3,2,1,1
1,2,2,24,2,3069,4,5,3,1,4,4,30,3,3,1,3,1,1,1
0,2,2,12,0,836,4,2,2,1,2,2,23,1,2,1,2,1,1,1
1,1,2,12,2,2577,2,3,1,1,1,3,42,3,2,1,3,1,1,1
1,1,2,12,2,1620,2,3,2,2,3,2,30,3,2,1,3,1,1,1
1,1,2,15,2,1845,4,2,2,3,1,2,46,3,1,1,3,1,1,1
1,1,2,24,1,6579,4,1,3,1,2,4,29,3,3,1,4,1,2,1
1,1,2,12,0,1893,4,3,2,3,4,2,29,3,2,1,3,1,2,1
1,1,4,30,1,10623,3,5,3,1,4,4,38,3,3,3,4,2,2,1
1,1,2,18,0,2249,4,4,3,1,3,3,30,3,2,1,4,2,2,1
0,1,2,30,2,3108,2,2,1,1,4,2,31,3,2,1,2,1,1,1
1,2,4,12,0,958,2,4,3,1,3,1,47,3,2,2,2,2,1,1
1,4,2,24,1,9277,2,3,1,1,4,4,48,3,3,1,3,1,2,1
1,4,4,24,10,6314,4,1,3,2,2,4,27,1,2,2,4,1,2,1
1,1,4,12,1,1526,4,5,3,1,4,4,66,3,3,2,4,1,1,1
1,1,2,12,2,3590,2,3,3,2,2,2,29,3,2,1,2,2,1,1
1,1,4,24,1,6615,2,1,3,1,4,4,75,3,3,2,4,1,2,1
1,1,4,6,2,1872,4,1,3,1,4,4,36,3,3,3,4,1,2,1
1,4,2,12,0,2859,4,1,3,1,4,4,38,3,2,1,4,1,2,1
1,4,4,18,3,1582,4,5,3,1,4,3,46,3,2,2,3,1,1,1
1,4,2,6,8,1238,4,1,3,1,4,2,36,3,2,1,4,2,2,1
1,1,2,12,2,2578,3,1,2,1,4,4,55,3,3,1,4,1,1,1
1,1,4,15,2,1433,4,3,2,1,3,2,25,3,1,2,3,1,1,1
1,1,2,42,2,7882,2,4,3,3,4,2,45,3,3,1,3,2,1,1
1,1,2,24,2,4169,4,3,3,1,4,2,28,3,2,1,3,1,1,1
1,1,2,36,2,3959,4,1,3,1,3,2,30,3,2,1,4,1,2,1
1,1,2,36,0,3249,2,4,3,1,4,4,39,1,3,1,4,2,2,1
1,1,2,24,2,3149,4,2,3,1,1,4,22,1,3,1,3,1,1,1
0,1,4,12,2,2246,3,5,3,1,3,2,60,3,2,2,3,1,1,1
1,1,4,13,9,1797,3,2,3,1,1,2,28,1,2,2,2,1,1,1
1,1,4,20,2,4272,1,5,2,1,4,2,24,3,2,2,3,1,1,1
1,1,4,24,1,2957,4,5,3,1,4,2,63,3,2,2,3,1,2,1
1,1,4,36,2,2348,3,3,4,1,2,2,46,3,2,2,3,1,2,1
1,3,0,42,9,6289,2,2,1,1,1,2,33,3,2,2,3,1,1,1
1,1,4,24,1,6419,2,5,2,1,4,4,44,3,3,2,4,2,2,1
0,1,4,48,1,6143,4,5,2,1,4,4,58,2,3,2,2,1,1,1
1,4,4,24,6,1597,4,5,3,1,4,4,54,3,3,2,3,2,1,1
1,1,2,36,10,15857,2,1,1,2,3,3,43,3,2,1,4,1,1,1
1,4,4,24,3,2223,4,5,3,1,4,2,52,1,2,2,3,1,1,1
1,4,3,48,3,7238,3,5,3,1,3,3,32,1,2,2,3,2,1,1
1,2,3,30,9,2503,4,5,3,1,2,2,41,2,2,2,3,1,1,1
1,2,2,18,9,2622,4,3,3,1,4,3,34,3,2,1,3,1,1,1
1,2,2,24,2,4351,1,3,2,1,4,2,48,3,2,1,2,1,2,1
1,2,2,6,3,368,4,5,3,1,4,2,38,3,2,1,3,1,1,1
1,2,2,12,8,754,4,5,3,1,4,2,38,3,2,2,3,1,1,1
1,4,4,24,3,2424,4,5,3,1,4,2,53,3,2,2,3,1,1,1
1,2,3,48,9,6681,4,3,3,1,4,4,38,3,3,1,3,2,2,1
1,2,3,18,9,2427,4,5,3,1,2,2,42,3,2,2,3,1,1,1
0,2,4,24,3,1216,4,2,3,1,4,4,38,1,2,2,3,2,1,1
1,2,2,6,3,753,2,3,2,3,3,1,64,3,2,1,3,1,1,1
1,2,2,7,3,2576,2,3,3,3,2,1,35,3,2,1,3,1,1,2
1,2,2,6,3,590,3,2,4,1,3,1,26,3,2,1,2,1,1,2
1,2,2,8,3,1414,4,3,3,3,2,1,33,3,2,1,3,1,1,2
1,2,2,12,3,1103,4,4,3,3,3,1,29,3,2,2,3,1,1,1
1,2,3,12,3,585,4,3,4,2,4,1,20,3,1,2,3,1,1,1
1,2,2,6,3,1068,4,5,3,1,4,3,28,3,2,1,3,2,1,1
1,1,4,8,0,713,4,5,3,1,4,1,47,3,2,2,2,1,1,1
1,2,2,12,3,1092,4,3,2,3,4,1,49,3,2,2,3,1,2,1
1,2,2,7,3,2329,1,2,2,3,1,1,45,3,2,1,3,1,1,1
1,2,4,13,3,882,4,2,3,3,4,1,23,3,2,2,3,1,1,1
1,2,2,18,3,866,4,3,4,3,2,1,25,3,2,1,2,1,1,1
1,2,2,7,3,2415,3,3,3,3,2,1,34,3,2,1,3,1,1,1
1,2,2,13,3,2101,2,2,2,3,4,2,23,3,2,1,2,1,1,1
1,2,2,18,3,1301,4,5,4,3,2,1,32,3,2,1,2,1,1,1
1,2,2,18,3,1113,4,3,2,3,4,1,26,3,2,1,2,2,1,1
1,2,2,8,3,760,4,4,2,3,2,1,44,3,2,1,2,1,1,1
