HEEL VOLUME,Actual Volume,C4C5LPMON,C4C5LPAPI,C4C5LPARO,C4C5LPBNZ,C4C5LPDI,C4C5LPFBP,C4C5LPIBP,C4C5LPOLE,C4C5LPRON,C4C5LPRVP,C4C5LPSPG,C4C5LPSUL,C4C5LPT10,C4C5LPT50,C4C5LPT90,C4C5LPTVL,HVYFCCMON,HVYFCCAPI,HVYFCCARO,HVYFCCBNZ,HVYFCCDI,HVYFCCFBP,HVYFCCIBP,HVYFCCOLE,HVYFCCRON,HVYFCCRVP,HVYFCCSPG,HVYFCCSUL,HVYFCCT10,HVYFCCT50,HVYFCCT90,HVYFCCTVL,HVYREFMON,HVYREFAPI,HVYREFARO,HVYREFBNZ,HVYREFDI,HVYREFFBP,HVYREFIBP,HVYREFOLE,HVYREFRON,HVYREFRVP,HVYREFSPG,HVYREFSUL,HVYREFT10,HVYREFT50,HVYREFT90,HVYREFTVL,HYDRO2MON,HYDRO2API,HYDRO2ARO,HYDRO2BNZ,HYDRO2DI,HYDRO2FBP,HYDRO2IBP,HYDRO2OLE,HYDRO2RON,HYDRO2RVP,HYDRO2SPG,HYDRO2SUL,HYDRO2T10,HYDRO2T50,HYDRO2T90,HYDRO2TVL,LITFCCMON,LITFCCAPI,LITFCCARO,LITFCCBNZ,LITFCCDI,LITFCCFBP,LITFCCIBP,LITFCCOLE,LITFCCRON,LITFCCRVP,LITFCCSPG,LITFCCSUL,LITFCCT10,LITFCCT50,LITFCCT90,LITFCCTVL,LITISOMON,LITISOAPI,LITISOARO,LITISOBNZ,LITISODI,LITISOFBP,LITISOIBP,LITISOOLE,LITISORON,LITISORVP,LITISOSPG,LITISOSUL,LITISOT10,LITISOT50,LITISOT90,LITISOTVL,LTALKYMON,LTALKYAPI,LTALKYARO,LTALKYBNZ,LTALKYDI,LTALKYFBP,LTALKYIBP,LTALKYOLE,LTALKYRON,LTALKYRVP,LTALKYSPG,LTALKYSUL,LTALKYT10,LTALKYT50,LTALKYT90,LTALKYTVL,NC4LPGMON,NC4LPGAPI,NC4LPGARO,NC4LPGBNZ,NC4LPGDI,NC4LPGFBP,NC4LPGIBP,NC4LPGOLE,NC4LPGRON,NC4LPGRVP,NC4LPGSPG,NC4LPGSUL,NC4LPGT10,NC4LPGT50,NC4LPGT90,NC4LPGTVL,NHTFEDMON,NHTFEDAPI,NHTFEDARO,NHTFEDBNZ,NHTFEDDI,NHTFEDFBP,NHTFEDIBP,NHTFEDOLE,NHTFEDRON,NHTFEDRVP,NHTFEDSPG,NHTFEDSUL,NHTFEDT10,NHTFEDT50,NHTFEDT90,NHTFEDTVL,PENTANMON,PENTANAPI,PENTANARO,PENTANBNZ,PENTANDI,PENTANFBP,PENTANIBP,PENTANOLE,PENTANRON,PENTANRVP,PENTANSPG,PENTANSUL,PENTANT10,PENTANT50,PENTANT90,PENTANTVL,PURLOBMON,PURLOBAPI,PURLOBARO,PURLOBBNZ,PURLOBDI,PURLOBFBP,PURLOBIBP,PURLOBOLE,PURLOBRON,PURLOBRVP,PURLOBSPG,PURLOBSUL,PURLOBT10,PURLOBT50,PURLOBT90,PURLOBTVL,RDU2HRMON,RDU2HRAPI,RDU2HRARO,RDU2HRBNZ,RDU2HRDI,RDU2HRFBP,RDU2HRIBP,RDU2HROLE,RDU2HRRON,RDU2HRRVP,RDU2HRSPG,RDU2HRSUL,RDU2HRT10,RDU2HRT50,RDU2HRT90,RDU2HRTVL,SPECM1MON,SPECM1API,SPECM1ARO,SPECM1BNZ,SPECM1DI,SPECM1FBP,SPECM1IBP,SPECM1OLE,SPECM1RON,SPECM1RVP,SPECM1SPG,SPECM1SUL,SPECM1T10,SPECM1T50,SPECM1T90,SPECM1TVL,SPECM2MON,SPECM2API,SPECM2ARO,SPECM2BNZ,SPECM2DI,SPECM2FBP,SPECM2IBP,SPECM2OLE,SPECM2RON,SPECM2RVP,SPECM2SPG,SPECM2SUL,SPECM2T10,SPECM2T50,SPECM2T90,SPECM2TVL,SPECM3MON,SPECM3API,SPECM3ARO,SPECM3BNZ,SPECM3DI,SPECM3FBP,SPECM3IBP,SPECM3OLE,SPECM3RON,SPECM3RVP,SPECM3SPG,SPECM3SUL,SPECM3T10,SPECM3T50,SPECM3T90,SPECM3TVL,WHALKYMON,WHALKYAPI,WHALKYARO,WHALKYBNZ,WHALKYDI,WHALKYFBP,WHALKYIBP,WHALKYOLE,WHALKYRON,WHALKYRVP,WHALKYSPG,WHALKYSUL,WHALKYT10,WHALKYT50,WHALKYT90,WHALKYTVL,WHOREFMON,WHOREFAPI,WHOREFARO,WHOREFBNZ,WHOREFDI,WHOREFFBP,WHOREFIBP,WHOREFOLE,WHOREFRON,WHOREFRVP,WHOREFSPG,WHOREFSUL,WHOREFT10,WHOREFT50,WHOREFT90,WHOREFTVL,API,RON,MON,RVP,TVL,DI,ARO,OLE,BNZ,SUL
29.208,99.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14,3.48,6.2,0.006,201.4,44,15,0.96,9.15,0.159,0.08509,23.64,33,37.1,40.6,23.72,15.247,4.6452,15.4682,0,294.67,68.256,50.718,0.1264,16.6532,0.03476,0.1389452,0.158,51.824,53.246,57.196,37.3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.1768,38.7504,10.3086,0.48438,660.123,214.866,58.995,21.8592,57.1941,4.76307,0.4532058,47.8791,81.972,118.611,181.332,88.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.919,8.214,0.0074,0.0074,12.654,2.442,2.146,0.074,7.067,3.7,0.043179,0.148,2.22,2.294,2.405,-5.8534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7628,2.2448,2.3368,0.11408,57.362,15.594,5.842,0.1058,4.1354,0.14766,0.0361008,0.023,9.016,10.488,12.374,8.2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,95.2,83.9,9.75,,,37,17.4,0.66,71
16.848,126.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7226,1.9998,0.2442,0.0099,42.735,11.022,4.224,0.0165,1.7424,0.10065,0.0243078,0.00693,6.534,7.854,9.372,6.0126,34.2592,26.4576,7.0384,0.33072,450.712,146.704,40.28,14.9248,39.0504,3.25208,0.3094352,32.6904,55.968,80.984,123.808,60.208,7.1238,7.4307,0.0465,0.0372,70.401,20.367,7.905,0.0186,7.2912,1.1253,0.0622449,0.1116,10.23,12.648,17.112,10.2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9635,2.331,0.0021,0.0021,3.591,0.693,0.609,0.021,2.0055,1.05,0.0122535,0.042,0.63,0.651,0.6825,-1.6611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2816,1.4384,0.0016,0.0016,6.304,2,0.32,0.0016,1.3072,0.32,0.0102256,0.0832,0.4,1.312,1.76,0.824,10.185,10.248,0.266,0.1064,104.58,40.46,12.558,0.042,11.0824,1.7136,0.096782,6.86,15.19,17.64,28.84,15.05,17.0699,10.0858,10.9298,0.06752,273.034,71.951,42.622,0.6541,18.8423,0.3587,0.1665212,0.211,46.209,48.53,58.025,40.1955,2.3808,2.304,0.1984,0.0848,29.088,11.488,3.744,0.1536,2.432,0.2112,0.0222496,1.952,4.608,5.088,6.912,4.5888,2.5358,1.5128,1.5748,0.07688,38.657,10.509,3.937,0.0713,2.7869,0.09951,0.0243288,0.0155,6.076,7.068,8.339,5.5614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4,86.7,80,8.69,136,1052,21.5,12.8,0.74,37
21.148,120.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0818,3.0276,5.394,0.00522,175.218,38.28,13.05,0.8352,7.9605,0.13746,0.0740283,20.5668,28.71,32.277,35.322,20.6364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5544,8.9232,2.3738,0.11154,152.009,49.478,13.585,5.0336,13.1703,1.08251,0.1043614,11.0253,18.876,27.313,41.756,20.3632,5.362,5.523,0.042,0.0203,54.53,16.24,6.02,0.021,5.488,0.8323,0.047075,0.105,7.77,9.8,13.44,7.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7765,2.109,0.0019,0.0019,3.249,0.627,0.551,0.019,1.8145,0.95,0.0110865,0.038,0.57,0.589,0.6175,-1.5029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4418,1.6182,0.0018,0.0018,7.092,2.25,0.36,0.0018,1.4706,0.36,0.0115038,0.0324,0.45,1.476,1.98,0.927,13.3,15.77,0.361,0.1577,132.43,49.609,17.366,0.057,13.794,2.4225,0.125343,5.871,19.855,22.42,35.416,19.627,10.504,6.214,6.734,0.0416,168.22,44.33,26.26,0.403,11.583,0.2197,0.102596,0.13,28.47,29.9,35.75,24.778,10.9368,10.584,0.9114,0.38955,133.623,52.773,17.199,0.7056,11.172,0.96873,0.1022091,8.967,21.168,23.373,31.752,21.0798,2.6048,1.5872,1.6128,0.09696,39.488,10.624,4.032,0.0928,2.8608,0.10656,0.0250016,0.032,6.144,7.232,8.576,5.6896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5304,11.4472,0.0328,0.00656,205.492,77.736,13.776,0.0656,14.5304,1.26116,0.1152756,1.804,22.96,37.064,59.86,24.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5,84.7,80.5,8.72,136,1106,19,4.8,0.82,48
11.102,85.28,0.395,0.4875,0.0005,0.0005,2.115,0.7,0.1,0.005,0.4,0.125,0.0030895,1.3005,0.155,0.41,0.65,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.792,8.4672,28.1952,0,537.12,124.416,92.448,0.2304,30.3552,0.06336,0.2532672,0.288,94.464,97.056,104.256,68.1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9184,6.1152,1.6268,0.07644,104.174,33.908,9.31,3.4496,9.0258,0.74186,0.0715204,7.5558,12.936,18.718,28.616,13.9552,8.9622,9.2313,0.0702,0.03393,91.143,27.144,10.062,0.0351,9.1728,1.39113,0.0786825,0.1755,12.987,16.38,22.464,13.0923,15.272,12.0682,0.0332,0.00332,186.086,46.812,14.774,0.0332,15.604,1.08896,0.1150214,0.1992,25.066,36.354,39.342,25.7466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4956,14.0244,0.0156,0.0156,61.464,19.5,3.12,0.0156,12.7452,3.12,0.0996996,0.2808,3.9,12.792,17.16,8.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.536,9.904,2.784,0.0864,195.52,63.68,14.08,0.624,14.32,1.1904,0.117056,12.48,22.72,36,53.44,24.112,0.7974,0.6282,0.0018,0.00036,11.277,4.266,0.756,0.0036,0.7974,0.06921,0.0063261,0.099,1.26,2.034,3.285,1.3455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8,94.8,86.3,8.96,137,1091,30,3.2,0.24,19
22.384,49.853,4.029,4.9725,0.0051,0.0051,21.573,7.14,1.02,0.051,4.08,1.275,0.0315129,13.2651,1.581,4.182,6.63,1.6422,12.0472,5.032,9.176,0.00888,302.808,64.38,21.608,1.4208,13.542,0.1998,0.12654,39.294,50.172,55.648,60.532,35.6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.924,40.741,10.873,0.50435,694.3,229.905,61.57,23.056,60.3255,5.1876,0.4784775,46.8325,85.15,124.45,193.225,91.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.862,5.772,0.0052,0.0052,8.892,1.716,1.508,0.052,4.966,2.6,0.030342,0.104,1.56,1.612,1.69,-4.1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2408,4.104,0.3534,0.15105,51.813,20.463,6.669,0.2736,4.332,0.37563,0.0396321,3.477,8.208,9.063,12.312,8.1738,2.849,1.736,1.764,0.10605,43.19,11.62,4.41,0.1015,3.129,0.1169,0.0273455,0.035,6.72,7.91,9.38,6.2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.9,91.2,81.8,9.76,,,27.6,17.6,0.71,70
26.961,94.969,3.318,4.095,0.0042,0.0042,17.766,5.88,0.84,0.042,3.36,1.05,0.0259518,10.9242,1.302,3.444,5.46,1.3524,3.0932,1.292,2.356,0.00228,77.748,16.53,5.548,0.3648,3.477,0.0513,0.03249,10.089,12.882,14.288,15.542,9.1504,20.265,6.174,20.559,0,391.65,90.72,67.41,0.168,22.134,0.0504,0.184674,0.21,68.88,70.77,76.02,49.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.632,33.588,8.964,0.4158,572.4,189.54,50.76,19.008,49.734,4.2768,0.39447,38.61,70.2,102.6,159.3,75.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6385,7.881,0.0071,0.0071,12.141,2.343,2.059,0.071,6.7805,3.55,0.0414285,0.142,2.13,2.201,2.3075,-5.6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0504,2.952,0.2542,0.10865,37.269,14.719,4.797,0.1968,3.116,0.27019,0.0285073,2.501,5.904,6.519,8.856,5.8794,4.7212,2.8768,2.9232,0.17574,71.572,19.256,7.308,0.1682,5.1852,0.19372,0.0453154,0.058,11.136,13.108,15.544,10.3066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,95.2,84,9.9,,,36.4,15.1,0.73,50
20.055,124.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6675,1.53,2.799,0.0027,92.07,19.575,6.57,0.432,4.1445,0.06075,0.038475,11.9475,15.255,16.92,18.405,10.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.128,5.4736,1.5488,0.06776,93.28,30.888,8.272,2.948,8.1136,0.69696,0.064284,6.292,11.44,16.72,25.96,12.3552,10.2168,10.4148,0.0792,0.03828,102.828,30.624,11.352,0.0396,10.3884,1.56816,0.08877,0.198,14.652,18.48,25.344,14.7708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.408,7.192,0.008,0.008,31.52,10,1.6,0.008,6.536,1.6,0.051128,0.144,2,6.56,8.8,4.12,13.16,15.604,0.3572,0.15604,131.036,49.0868,17.1832,0.0564,13.6488,2.397,0.1240236,7.3696,19.646,22.184,35.0432,19.4204,19.9576,11.8066,12.7946,0.07904,319.618,84.227,49.894,0.7657,22.0077,0.41496,0.1949324,0.247,54.093,56.81,67.925,47.0782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1746,1.9344,1.9656,0.11817,48.126,12.948,4.914,0.1131,3.4866,0.12987,0.0304707,0.039,7.488,8.814,10.452,6.9342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.289,12.7036,0.0364,0.00728,228.046,86.268,15.288,0.0728,16.3436,1.39958,0.1279278,2.002,25.48,41.132,66.43,27.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.2,84.9,80.6,8.77,136,1083,19.2,4.1,0.45,33
16.78,126.69,2.923,3.6075,0.0037,0.0037,15.651,5.18,0.74,0.037,2.96,0.925,0.0228623,6.1272,1.147,3.034,4.81,1.1914,4.89,2.04,3.732,0.0036,122.76,26.1,8.76,0.576,5.526,0.081,0.0513,15.93,20.34,22.56,24.54,14.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.558,7.3396,2.0768,0.09086,125.08,41.418,11.092,3.953,10.8796,0.93456,0.086199,8.437,15.34,22.42,34.81,16.5672,13.932,14.202,0.108,0.0522,140.22,41.76,15.48,0.054,14.166,2.1384,0.12105,0.27,19.98,25.2,34.56,20.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.209,8.091,0.009,0.009,35.46,11.25,1.8,0.009,7.353,1.8,0.057519,0.162,2.25,7.38,9.9,4.635,5.6,6.64,0.152,0.0664,55.76,20.888,7.312,0.024,5.808,1.02,0.052776,3.136,8.36,9.44,14.912,8.264,23.5128,13.9098,15.0738,0.09312,376.554,99.231,58.782,0.9021,25.9281,0.48888,0.2296572,0.291,63.729,66.93,80.025,55.4646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5816,2.1824,2.2176,0.13332,54.296,14.608,5.544,0.1276,3.9336,0.14652,0.0343772,0.044,8.448,9.944,11.792,7.8232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6815,6.7706,0.0194,0.00388,121.541,45.978,8.148,0.0388,8.7106,0.74593,0.0681813,1.067,13.58,21.922,35.405,14.5015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.1,85.4,80.4,8.7,136,1070,21.9,4.9,0.49,31
6.18,50.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.012,11.5444,19.2472,0,366.128,83.888,62.916,0.1372,20.776,0.0686,0.1456672,0.196,64.288,66.248,70.952,46.2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.97,23.014,6.512,0.2849,392.2,129.87,34.78,12.395,34.114,2.9193,0.270285,26.455,48.1,70.3,109.15,52.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.584,14.6854,0.0404,0.00404,226.442,56.964,17.978,0.0404,18.988,1.3332,0.1399658,0.2424,30.502,44.238,47.874,31.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8886,7.7314,0.0086,0.0086,33.884,10.75,1.72,0.0086,7.0262,1.72,0.0549626,0.258,2.15,7.052,9.46,4.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.636,2.151,2.331,0.0144,58.23,15.345,9.09,0.1395,4.0095,0.07605,0.035514,0.045,9.855,10.35,12.375,8.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8605,6.9102,0.0198,0.00396,124.047,46.926,8.316,0.0396,8.8902,0.75834,0.0695871,1.089,13.86,22.374,36.135,14.8104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,96,86,7.52,148,1220,27.6,9.8,0.32,22
8.871,85.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.934,1.224,2.2392,0.00216,73.656,15.66,5.256,0.3456,3.3156,0.0486,0.03078,7.2,12.204,13.536,14.724,8.6688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,3.03,0.37,0.015,64.75,16.7,6.4,0.025,2.64,0.159,0.03683,0.0105,9.9,11.9,14.2,9.08,27.783,21.3346,6.0368,0.26411,363.58,120.393,32.242,11.4905,31.6246,2.70627,0.2505615,18.865,44.59,65.17,101.185,48.2258,11.9196,12.1506,0.0924,0.04466,119.966,35.728,13.244,0.0462,12.1198,1.82644,0.103565,0.231,17.094,21.56,29.568,17.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5682,7.3718,0.0082,0.0082,32.308,10.25,1.64,0.0082,6.6994,1.64,0.0524062,0.246,2.05,6.724,9.02,4.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1592,14.2922,15.4882,0.09568,386.906,101.959,60.398,0.9269,26.6409,0.50531,0.2359708,0.299,65.481,68.77,82.225,56.9894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9304,1.7856,1.8144,0.10908,44.424,11.952,4.536,0.1044,3.2184,0.11952,0.0281268,0.036,6.912,8.136,9.648,6.4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4,87.1,80,7.47,145,1112,25.7,11.2,0.5,28
33.618,61.91,3.081,3.8025,0.0039,0.0039,16.497,5.46,0.78,0.039,3.12,0.975,0.0240981,6.4584,1.209,3.198,5.07,1.2558,8.965,3.74,6.842,0.0066,225.06,47.85,16.06,1.056,10.131,0.1485,0.09405,22,37.29,41.36,44.99,26.488,2.231,1.3547,2.2586,0,42.964,9.844,7.383,0.0161,2.438,0.00805,0.0170936,0.023,7.544,7.774,8.326,5.4326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.84,39.808,11.264,0.4928,678.4,224.64,60.16,21.44,59.008,5.0496,0.46752,35.2,83.2,121.6,188.8,89.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5245,2.997,0.0027,0.0027,4.617,0.891,0.783,0.027,2.5785,1.35,0.0157545,0.054,0.81,0.837,0.8775,-2.1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0075,6.7425,0.0075,0.0075,29.55,9.375,1.5,0.0075,6.1275,1.5,0.0479325,0.225,1.875,6.15,8.25,3.8625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.919,4.216,4.284,0.25755,104.89,28.22,10.71,0.2465,7.599,0.2822,0.0664105,0.085,16.32,19.21,22.78,15.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9,91.1,81.6,9.81,,,25.8,18.2,0.76,67
31.896,94.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.216,2.176,3.9808,0.00384,130.944,27.84,9.344,0.6144,5.8944,0.0864,0.05472,12.8,21.696,24.064,26.176,15.4112,15.714,9.5418,15.9084,0,302.616,69.336,52.002,0.1134,17.172,0.0567,0.1203984,0.162,53.136,54.756,58.644,38.2644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.65,40.43,11.44,0.5005,689,228.15,61.1,21.775,59.93,5.1285,0.474825,35.75,84.5,123.5,191.75,91.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4515,7.659,0.0069,0.0069,11.799,2.277,2.001,0.069,6.5895,3.45,0.0402615,0.138,2.07,2.139,2.2425,-5.4579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.477,2.728,2.772,0.16665,67.87,18.26,6.93,0.1595,4.917,0.1826,0.0429715,0.055,10.56,12.43,14.74,9.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,95.2,84,9.79,,,35.2,16.8,0.66,41
8.737,63.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,2.04,3.732,0.0036,122.76,26.1,8.76,0.576,5.526,0.081,0.0513,12,20.34,22.56,24.54,14.448,8.536,5.1832,8.6416,0,164.384,37.664,28.248,0.0616,9.328,0.0308,0.0654016,0.088,28.864,29.744,31.856,20.7856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.206,7.8372,2.2176,0.09702,133.56,44.226,11.844,4.221,11.6172,0.99414,0.092043,6.93,16.38,23.94,37.17,17.7156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.348,23.1913,0.0638,0.00638,357.599,89.958,28.391,0.0638,29.986,2.1054,0.2210351,0.3828,48.169,69.861,75.603,49.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4956,14.0244,0.0156,0.0156,61.464,19.5,3.12,0.0156,12.7452,3.12,0.0996996,0.468,3.9,12.792,17.16,8.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4645,17.5198,0.0502,0.01004,314.503,118.974,21.084,0.1004,22.5398,1.92266,0.1764279,2.761,35.14,56.726,91.615,37.5496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8,93.4,87,8.92,138,1107,17,5.5,0.17,21
